NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
32 768.515625 32 768.515625 1.0 7.090606149984524 0.050379 0.83675 108.38503912696905 0.1251132810418382 0.0002593125 0.0010226850629119532 0.025834468750000002 0.007126709565065664
