NB_FILES TOTAL_SIZE(MB) NB_FILES_TRANSFERED TRANSFERED_SIZE(MB) TRANSFER_RATIO DURATION(S) UTIME(S) STIME(S) BANDWIDTH(MB/S) EFFICIENCY AVG_UTIME(S) SD_UTIME AVG_STIME(S) SD_STIME
32 768.515625 32 768.515625 1.0 7.507911844004411 0.08499 0.925638 102.36076834249367 0.13460839991176193 0.00056196875 0.001543545802415084 0.02778046875 0.00779691182863497
