ID AVG FITS BB_TYPE WORKFLOW PLATFORM NB_PIPELINE PIPELINE NB_CORES BB_NB_FILES DATA_MB LATENCY BANDWITH SIMULATION_S MEASURED_MKSP_S ERR_MKSP MEASURED_WALLTIME_S ERR_WALLTIME
28171221 3 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 147.381 160.439 0.0813857 190.385 0.225878
28171221 3 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.482 158.984 0.0786385 190.385 0.230604
28171221 3 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.249 160.242 0.0810804 190.385 0.226572
28171221 3 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.657 159.241 0.0790241 190.385 0.229683
28171221 3 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.169 160.103 0.080784 190.385 0.226993
28171221 3 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.309 158.69 0.0780185 190.385 0.23151
28171221 4 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.075 160.776 0.0789954 193.443 0.234528
28171221 4 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.622 158.52 0.0750552 193.443 0.24204
28171221 4 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.477 159.873 0.0775344 193.443 0.23762
28171221 4 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.06 157.699 0.0738031 193.443 0.244945
28171221 4 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 147.676 160.198 0.0781638 193.443 0.236591
28171221 4 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.279 157.958 0.0739373 193.443 0.243815
28171221 4 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.828 160.436 0.0785862 193.443 0.235807
28171221 4 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.329 158.046 0.0741326 193.443 0.243553
28171221 4 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 147.969 160.639 0.0788699 193.443 0.235076
28171221 4 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.471 158.283 0.0746226 193.443 0.24282
28171221 4 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 147.597 160.143 0.078344 193.443 0.237003
28171221 4 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.555 158.421 0.0749031 193.443 0.242389
28171221 4 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.492 160.263 0.0796851 193.443 0.237542
28171221 4 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.265 157.95 0.0739747 193.443 0.243883
28171221 4 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.39 159.756 0.0774067 193.443 0.238072
28171221 4 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.055 157.637 0.0734734 193.443 0.244973
28171221 5 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.092 161.114 0.080827 189.555 0.218738
28171221 5 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.747 158.996 0.0770396 189.555 0.225831
28171221 5 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.502 160.202 0.0792758 189.555 0.221849
28171221 5 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.217 158.141 0.0754029 189.555 0.228629
28171221 5 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 147.764 160.609 0.0799769 189.555 0.220466
28171221 5 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.501 158.6 0.0762891 189.555 0.227131
28171221 5 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.991 160.967 0.0806137 189.555 0.219269
28171221 5 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.62 158.802 0.0767119 189.555 0.226501
28171221 5 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 148.066 161.081 0.0807984 189.555 0.218873
28171221 5 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.571 158.706 0.0764663 189.555 0.226763
28171221 5 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 147.943 160.906 0.0805622 189.555 0.219521
28171221 5 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.559 158.681 0.0763949 189.555 0.226825
28171221 5 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.957 160.907 0.080481 189.555 0.219448
28171221 5 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.682 158.885 0.0768061 189.555 0.226176
28171221 5 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.833 160.716 0.0801586 189.555 0.220101
28171221 5 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.215 158.144 0.0754321 189.555 0.228639
28171221 6 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.095 161.475 0.0828641 201.744 0.265928
28171221 6 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.625 159.136 0.0786216 201.744 0.273215
28171221 6 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 148.121 161.525 0.0829872 201.744 0.265799
