ID START END FITS NB_PIPELINE NB_CORES AVG PIPELINE BB_TYPE BB_ALLOC_SIZE_MB TOTAL_NB_FILES BB_NB_FILES TOTAL_SIZE_FILES_MB BB_SIZE_FILES_MB BANDWIDTH_MBS MAKESPAN_S WALLTIME_S STAGEIN_TIME_S STAGEIN_WALLTIME_S RESAMPLE_TIME_S RESAMPLE_WALLTIME_S COMBINE_TIME_S COMBINE_WALLTIME_S STAGEOUT_TIME_S STAGEOUT_WALLTIME_S
112293   Y 16 1 1 9 ONNODE 1.0 512 32 12296.25 768.515625 643.7224005429251 79.00586186398333 84.459620725 1.1938618639833294 2.27331483 69.056 70.299475014 8.756 10.586022432 0.08202768198680133 0
112293   Y 16 1 2 9 ONNODE 1.0 512 32 12296.25 768.515625 599.8656799692932 78.15414618099062 83.349549056 1.2811461809906177 2.367655394 69.019 70.278183614 7.854 9.345583361 0.08202026499202475 0
112293   Y 16 1 3 9 ONNODE 1.0 512 32 12296.25 768.515625 616.8856790495399 77.86679910200554 82.97532981 1.2457991020055488 2.350865925 69.074 70.221669385 7.547 9.061301779 0.0827217010082677 0
112293   Y 16 1 4 9 ONNODE 1.0 512 32 12296.25 768.515625 622.0077347032609 78.1895403029942 84.111790565 1.2355403029941954 2.316641459 69.031 70.30589924 7.923 10.12058913 0.08155981500749476 0
112293   Y 16 1 5 9 ONNODE 1.0 512 32 12296.25 768.515625 612.3411982102484 79.09404478099174 84.475859953 1.2550447809917387 2.351790338 69.051 70.648779993 8.788 10.151953203 0.08217969798715785 0
112293   Y 16 1 6 9 ONNODE 1.0 512 32 12296.25 768.515625 675.0679126492432 78.37942712799669 83.388832342 1.1384271279966924 2.174017769 69.036 70.58157617 8.205 8.899613513 0.29350089401123114 0
112293   Y 16 1 7 9 ONNODE 1.0 512 32 12296.25 768.515625 623.9311727188842 78.94573141301959 84.074361299 1.2317314130195882 2.54400845 69.08 70.605200832 8.634 9.364822161 0.08211816698894836 0
112293   Y 16 1 8 9 ONNODE 1.0 512 32 12296.25 768.515625 628.8069235620148 78.14918060298473 83.065190025 1.2221806029847357 2.312671963 69.094 70.244741405 7.833 8.966423307 0.08236377700814046 0
112293   Y 16 1 9 9 ONNODE 1.0 512 32 12296.25 768.515625 525.2403499426381 77.96516943297279 83.291093973 1.4631694329727907 2.530424038 69.017 70.356472999 7.485 9.10353523 0.08268551400396973 0
112293   Y 16 1 10 9 ONNODE 1.0 512 32 12296.25 768.515625 632.4003261200053 78.48123597199121 83.516988619 1.2152359719912056 2.278781935 69.137 70.353891941 8.129 9.568611555 0.08288216197979636 0
112293   Y 16 1 11 9 ONNODE 1.0 512 32 12296.25 768.515625 674.0494555262693 78.10414723800939 83.025978238 1.1401472380093765 2.16253381 69.04 70.252856567 7.924 9.270165265 0.0825550360023044 0
112293   Y 16 1 12 9 ONNODE 1.0 512 32 12296.25 768.515625 631.2412929530117 78.45746728799189 83.36516388 1.2174672879918944 2.274200975 69.015 70.364157632 8.225 9.435156193 0.08259384098346345 0
112293   Y 16 1 13 9 ONNODE 1.0 512 32 12296.25 768.515625 626.6711745960761 76.94634589902009 81.59050708 1.2263458990200888 2.275274939 68.984 70.244441163 6.736 7.766971194 0.08204476500395685 0
112293   Y 16 1 14 9 ONNODE 1.0 512 32 12296.25 768.515625 628.8696139340944 78.22105876698717 83.289132528 1.2220587669871747 2.287967131 69.038 70.407391903 7.961 9.294339646 0.08229045200278051 0
112293   Y 16 1 15 9 ONNODE 1.0 512 32 12296.25 768.515625 622.2923943501414 77.59697512098403 82.678940269 1.2349751209840178 2.288678273 69.019 70.305813495 7.343 8.803711595 0.08265124398167245 0
112299   Y 1 1 1 0 ONNODE 1.0 32 32 768.515625 768.515625 681.7399788935686 74.35928554697242 78.026631173 1.1272855469724163 2.157981821 68.825 69.543761837 4.407 5.016867237 0.08363346100668423 0
112299   Y 1 1 2 0 ONNODE 1.0 32 32 768.515625 768.515625 607.8016364855056 74.53241848601098 78.198820237 1.2644184860109817 2.322774048 68.871 69.562677059 4.397 5.02463024 0.08365898500778712 0
112299   Y 1 1 3 0 ONNODE 1.0 32 32 768.515625 768.515625 626.894911943143 74.4649082189994 78.116259842 1.2259082189993933 2.260339234 68.848 69.560728073 4.391 5.009169879 0.08437576401047409 0
112299   Y 1 1 4 0 ONNODE 1.0 32 32 768.515625 768.515625 614.3280998349329 74.49598563000211 78.175631572 1.2509856300021056 2.306689638 68.843 69.54990887 4.402 5.021346977 0.08432159898802638 0
112299   Y 1 1 5 0 ONNODE 1.0 32 32 768.515625 768.515625 622.2289912058934 74.49010096099926 78.224859553 1.2351009609992616 2.324942503 68.878 69.589617088 4.377 5.007432369 0.08358026100904681 0
112299   Y 1 1 6 0 ONNODE 1.0 32 32 768.515625 768.515625 618.0819403510826 74.48038793099741 78.180210993 1.2433879309974145 2.303132875 68.869 69.568785804 4.368 4.9890821 0.08407096899463795 0
112299   Y 1 1 7 0 ONNODE 1.0 32 32 768.515625 768.515625 626.4766732139759 74.46572664100538 82.33856412 1.2267266410053708 2.264642654 68.837 70.27082584 4.402 6.120229716 0.08284427298349328 0
112299   Y 1 1 8 0 ONNODE 1.0 32 32 768.515625 768.515625 625.8391907350436 74.41997619001359 85.127981925 1.2279761900135782 4.648435883 68.811 70.677086157 4.381 6.169998331 0.08310277399141341 0
112299   Y 1 1 9 0 ONNODE 1.0 32 32 768.515625 768.515625 614.8582700545597 74.48690694998997 85.11168571 1.2499069499899633 4.734303359 68.846 70.607048834 4.391 6.133943465 0.0815315299842041 0
